PhoneId,Pixel Density,Screen Size,Weight,RAM,Processor_frequency,Screen to Body Ratio (calculated),Height,Internal Memory,Capacity,Resolution,Rating,Brand,OS Name,Sim 1,Sim 2,SIM Slot,Processesor
271,218,4.5,140,1,1.1,61.95,135,8,2000,5,3.5,Lava,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
273,400,6.3,150,4,1.95,84.91,154.8,64,3260,16,4.3,Vivo,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
274,234,4.7,130,1,1.3,64.51,136.5,8,2000,2,4.1,Samsung,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
275,282,5.7,161,3,1.3,72.35,149.9463939,32,4000,8,4,Micromax,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
276,401,5.5,160,3,1.5,70.81,153.6,16,3300,5,3.8,Lenovo,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
277,401,5.5,145,4,2.2,69.9,156.2,64,3000,5,4.3,Moto,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
279,424,5.2,153,2,1.6,72.34,144.8,16,2900,5,4.1,Samsung,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
280,367,6,188,4,2.3,75.96,165,64,2700,16,4,Sony,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
281,439,5.5,149,4,1.4,79.05,142.5,64,3000,5,3.8,LG,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
282,401,5.5,170,4,1.6,73.13,151.7,64,3300,13,3.8,Samsung,Android,4G,3G,"Dual SIM, GSM+GSM",Octa
283,453,4.5,196,3,2.2,56.52,128,32,3450,2,3.9,Blackberry,Blackberry,4G,Other,"Single SIM, GSM",Quad
286,267,5.5,202,2,1,68.82,156,16,5000,5,4.1,Asus,Android,4G,3G,"Dual SIM, GSM+GSM",Quad
287,233,4,161,1,1.3,59.67,120,8,1600,2,3.7,Micromax,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
289,282,5.2,158,2,1.2,70.55,145.8,16,3100,5,4.2,Samsung,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
290,282,5.2,160,2,1.4,68.52,149.7,16,3000,8,4,Nokia,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
291,295,5.45,160,3,1.3,73.75,146.8,32,4000,8,4.2,Lenovo,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
292,326,4.7,129,1,1.4,65.66,138.1,16,1810,8,4.4,Apple,iOS,4G,Other,"Single SIM, GSM",Dual
293,534,5.5,143,6,2.35,70.26,155.8,64,2730,5,4.1,Moto,Android,4G,4G,"Dual SIM, GSM+GSM",Tru-Octa
295,295,5.45,144,3,1.4,73.61,147.7,32,3200,5,3.4,10.or,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
296,294,5,138,2,1.5,68.06,142.3,16,2600,5,4.2,Samsung,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
297,326,4.7,143,2,1.84,65.47,138.3,16,1715,5,4.4,Apple,iOS,4G,Other,"Single SIM, GSM",Dual
298,282,5.7,177,4,1.5,76.11,153,64,4000,13,3.9,InFocus,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
300,268,6,150,4,2,77.28,158.6,64,3750,20,3.9,Tecno,Android,4G,2G,"Dual SIM, GSM+GSM",Octa
302,403,5.99,180,4,2,77.48,158.5,64,4000,5,4.4,Xiaomi,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
303,268,6.2,150,3,1.4,81.99,156.7,32,4000,16,4.2,Infinix,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
305,463,5.8,174,3,2.39,80.93,143.6,256,2716,7,4.5,Apple,iOS,4G,Other,"Single SIM, GSM",Hexa
306,324,6.1,194,3,2.49,79.79,150.9,128,2942,7,4.5,Apple,iOS,4G,4G,"Dual SIM, GSM+GSM",Hexa
307,401,5.5,169,3,1.6,72.16,151.7,16,3300,5,4.2,Samsung,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
308,294,5,149,2,1.3,67.02,142.3,16,2600,5,4,Samsung,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
309,267,5.5,155,3,1.4,71.65,153.8,32,3000,16,4.2,Vivo,Android,4G,2G,"Dual SIM, GSM+GSM",Octa
310,401,5.5,161,4,2,72.35,149.9463939,16,3000,5,3.5,Micromax,Android,4G,2G,"Dual SIM, GSM+GSM",Octa
311,267,5.5,178,3,1.5,71.11,150,32,3300,8,3.7,Sony,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
312,424,5.2,153,4,2.3,71.99,145.5,32,3000,8,4.3,Honor,Android,4G,Other,"Single SIM, GSM",Octa
313,196,5,161,1,1.3,63.99,146,8,2400,2,5,Itel,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
315,294,5,163,3,1.25,66.97,144.2,32,4000,5,3.5,Panasonic,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
317,405,6.23,158,6,2,82.06,156,128,3400,25,4.4,OPPO,Android,4G,4G,"Dual SIM, GSM+GSM, Dual VoLTE",Octa
319,282,5.2,162,4,1.5,69.31,147.6,64,3000,8,3.7,InFocus,Android,4G,2G,"Dual SIM, GSM+GSM",Octa
322,295,5.45,161,2,1.3,73.46,148,16,2400,5,4.3,Itel,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
323,554,5.3,159,4,2.1,69.98,149.4,32,2800,8,3.9,LG,Android,4G,2G,"Dual SIM, GSM+GSM",Octa
324,294,5,155,2,1.4,66.83,142.1,16,2470,5,4.3,Motorola,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
325,490,6,207,3,2,73.36,164,64,3520,8,3.8,Gionee,Android,4G,2G,"Dual SIM, GSM+GSM",Octa
327,294,5,181,3,1.3,68.79,143,32,4000,5,3.8,Gionee,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
328,424,5.2,163,4,2.2,68.32,148.3,64,3000,16,4.3,Moto,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
329,424,5.7,198,6,2.8,76.11,153,64,3180,5,5,Sony,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
330,294,5,138,2,1.5,67.91,142.4,16,2600,5,4.1,Samsung,Android,4G,3G,"Dual SIM, GSM+GSM",Quad
331,439,5.5,161,3,2,73.08,151.1,32,3000,8,3,Nokia,Android,4G,2G,"Dual SIM, GSM+GSM",Octa
333,401,5.5,165,3,2,72.5,151,32,4100,5,4.4,Xiaomi,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
334,515,5.7,197,8,2.45,72.56,158.5,64,4000,8,3,Razer,Android,4G,Other,"Single SIM, GSM",Octa
336,196,5,161,1,1.1,65.63,144.7,16,2500,5,4,Panasonic,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
339,401,5.5,145,4,2,73.77,151.8,64,2850,16,4,Oppo,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
342,401,5.5,169,4,1.4,72.5,151,32,4000,8,3.9,Lenovo,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
343,401,5.5,170,4,1.4,70.85,153.7,64,4070,8,3.9,Coolpad,Android,4G,2G,"Dual SIM, GSM+GSM",Octa
346,282,5.7,143,4,2.5,76.21,150.5,64,3180,8,4.2,OPPO,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
347,439,5.5,145,3,1.5,78.34,143.8,32,3000,8,2.8,LG,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
348,326,4.7,138,2,2.34,65.47,138.3,128,1960,7,4.3,Apple,iOS,4G,Other,"Single SIM, GSM",Quad
349,233,4,100,1,1.3,60.68,118,8,2300,2,3.3,Jivi,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
350,267,5.5,175,3,1.4,71.04,151.7,32,3000,5,4.3,Samsung,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
351,282,5.7,175,3,1.4,75.21,154.4,32,4000,8,4,Moto,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
354,294,5,161,3,1.25,65.95,144,16,2700,8,4.2,Itel,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
355,218,4.5,130,1,1.1,60.9,136.5,8,2000,5,4.1,Micromax,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
357,433,4.5,156,4,1.8,56.02,150.2,64,3000,8,4.2,Blackberry,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
359,294,5,161,2,2,71.68,143.6,16,2300,8,3.6,Sony,Android,4G,2G,"Dual SIM, GSM+GSM",Octa
360,282,5.2,170,3,1.4,66.64,150,32,2800,5,3.5,Intex,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
362,285,5.65,172,3,1.3,76.13,152.2,32,3050,13,4.1,Tecno,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
363,456,6.5,208,4,2.49,84.89,157.5,512,3174,7,4.6,Apple,iOS,4G,4G,"Dual SIM, GSM+GSM",Hexa
364,267,5.5,153,4,1.4,71.36,153,64,3080,16,3.9,Xiaomi,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
366,197,5.45,145,2,1.3,71.55,148.8,16,2500,5,4,Panasonic,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
367,407,5.93,190,4,2.3,76.58,158,64,4000,16,3.8,Infinix,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
369,294,5,138,3,1.5,67.44,143.6,32,2550,8,4.1,Vivo,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
370,293,5.5,137,3,1.5,74.25,148.5,32,2730,5,2.5,HTC,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
371,282,5.2,142,3,1.4,68.98,147.9,16,2730,5,4.2,Vivo,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
372,401,5.5,170,4,2.3,70.67,152.5,32,3000,5,3.7,Asus,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
373,294,5,150,1,1.3,65.18,144.5,16,2500,5,3.9,Micromax,Android,4G,3G,"Dual SIM, GSM+GSM",Quad
374,515,5.7,174,4,2.15,71.73,159.5,64,3200,5,4.1,LG,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
375,386,5.7,186,3,1.9,73.44,156.8,32,3600,16,3,Samsung,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
376,367,6,202,3,2,75.95,164.2,16,2700,16,3.8,Sony,Android,4G,2G,"Dual SIM, GSM+GSM",Octa
377,403,6.18,187,8,2.8,81.77,155.7,256,4000,20,4.6,Xiaomi Poco,Android,4G,4G,"Dual SIM, GSM+GSM, Dual VoLTE",Octa
378,424,5.2,136,2,1.8,69.69,147,32,2700,5,4.2,Google,Android,4G,Other,"Single SIM, GSM",Hexa
381,282,5.2,158,2,1.3,66.64,150,16,3000,8,3.4,iVooMi,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
382,401,5.5,163,4,2.2,73.03,151.3,64,3050,8,3.9,Moto,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
384,424,5.2,144,3,2.5,72.34,145,32,3000,8,4.5,Huawei,Android,4G,Other,"Single SIM, GSM",Octa
385,293,5.5,161,2,1.5,72.35,149.9463939,16,3050,13,4.1,Tecno,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
386,295,5.45,161,2,1.3,72.39,148.3,16,2800,5,3.3,Intex,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
387,401,5.5,165,3,1.8,72.31,152,32,3500,8,4.1,Lenovo,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
389,294,5,160,2,1.3,66.92,143.1,16,4000,5,4,Honor,Android,4G,4G,"Dual SIM, GSM+CDMA",Quad
393,207,4.5,143,1,1.5,62.67,132.9,8,2050,5,3.3,Samsung,Tizen,4G,2G,"Dual SIM, GSM+GSM",Quad
394,441,5,143,4,2.15,68.8,143.8,32,2770,8,4.4,Google,Android,4G,Other,"Single SIM, GSM",Quad
395,401,5.5,172,4,1.8,71.98,153.3,32,4000,5,3.8,Yu,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
397,218,4.5,145,1,1.2,64.18,130.7,16,2000,2,3.9,Vivo,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
398,424,5.2,143,3,1.5,68.27,148,16,2900,5,3.6,Micromax,Android,4G,2G,"Dual SIM, GSM+GSM",Octa
399,270,6.22,161,3,2,82.6,155.1,64,4030,8,4.4,Vivo,Android,4G,4G,"Dual SIM, GSM+GSM, Dual VoLTE",Octa
401,401,5.5,158,2,1.5,72.07,151.3,16,3000,5,4.1,Honor,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
402,386,5.7,168,3,1.9,74.62,151.2,32,3200,2,4.1,Samsung,Android,3G,Other,"Single SIM, GSM",Octa
403,282,5.2,155,4,1.4,67.86,148.7,32,3100,16,4,Gionee,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
405,355,4.2,136,2,1.5,58.88,130,16,1800,2,3.5,Blackberry,Blackberry,3G,Other,"Single SIM, GSM",Dual
407,267,5.5,145,3,1.25,71.09,152,16,3000,5,3,Panasonic,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
408,267,5.5,163,4,1.5,71.88,151.5,32,3020,8,4.2,Lava,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
409,167,2.4,161,8,1.79,30.49,116.4,32,1100,2,4,Nokia,Nokia,2G,2G,"Dual SIM, GSM+GSM",Other
410,267,5.5,170,3,1.6,69.46,152.4,32,3000,5,3.9,Samsung,Android,4G,3G,"Dual SIM, GSM+GSM",Octa
411,218,4.5,161,1,1.3,72.35,149.9463939,8,1300,8,3.5,Lephone,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
412,233,4,120,512,1.3,57.46,125,4,1300,8,3.4,Micromax,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
413,401,5.5,155,3,1.5,70.99,153,32,3000,5,3.4,Moto,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
415,306,4.8,97,2,1.2,65.58,141.9,16,2000,5,4,Micromax,Android,4G,Other,"Single SIM, GSM",Quad
416,294,5,162,2,1.25,65.01,146.5,16,4000,8,3.6,Intex,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
417,294,5,136,1,1.5,66.74,144.3,16,2500,5,4,Lava,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
419,294,5,161,2,1.3,72.35,149.9463939,16,3000,8,3.5,VOTO,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
420,267,5.5,178,3,1.3,71.55,152.8,32,5000,8,4,Comio,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
421,367,6,210,3,1.3,75.78,160.9,64,5020,5,4,Gionee,Android,4G,2G,"Dual SIM, GSM+GSM",Octa
422,233,4,132,1,1.3,57.15,124.5,8,2000,8,3.7,Lenovo,Android,3G,2G,"Dual SIM, GSM+GSM",Quad
423,531,6.2,189,6,2.7,83.99,158.1,128,3500,8,4.6,Samsung,Android,4G,4G,"Dual SIM, GSM+GSM, Dual VoLTE",Octa
424,401,5.5,150,2,1.7,71.55,152.6,16,2900,5,4,Lenovo,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
425,401,5.5,167,3,1.6,73.13,151.7,32,3300,8,4.1,Samsung,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
426,267,5.5,168,2,1.2,69.94,154.3,16,3100,8,4,Honor,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
427,294,5,161,1,1.3,67.25,143,8,4000,2,3.5,Karbonn,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
429,294,5,161,2,1,66.78,143.8,16,3500,5,4.1,Moto,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
431,544,5.4,192,3,1.8,70.67,147,32,3410,2,3.7,Blackberry,Android,4G,Other,"Single SIM, GSM",Hexa
435,293,5.5,161,2,1.5,72.35,149.9463939,16,3050,8,4.4,Tecno,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
436,401,5.5,177,3,2,71.55,153,32,5100,5,4.3,Lenovo,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
438,295,5.45,161,2,1.5,73.06,148.4,16,2670,5,4.1,Gionee,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
439,294,5,154,2,1.3,66,144.3,16,3000,8,3.9,Gionee,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
441,441,5,149,3,2.15,70.58,141.6,32,3500,8,3.4,Lenovo,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
442,218,4.5,138,1,1.1,63.45,132.7,8,2000,5,3.3,Lyf,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
443,280,5.25,163,3,1.2,68.58,146.8,8,2600,8,3.9,Samsung,Android,3G,2G,"Dual SIM, GSM+GSM",Quad
444,424,5.2,163,4,2.5,71.27,147.6,64,3000,16,4,Meizu,Android,4G,2G,"Dual SIM, GSM+GSM",Octa
445,401,5.5,165,3,2,69.63,156.4,32,3510,5,4.4,Moto,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
446,531,6.2,173,6,2.3,83.7,159.5,128,3500,8,4.5,Samsung,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
447,294,5,149,3,1.3,67.02,142.3,8,2600,5,4.2,Samsung,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
449,218,4.5,132,1,1.3,63.93,132,8,1850,2,3.8,Gionee,Android,3G,2G,"Dual SIM, GSM+GSM",Quad
450,201,5.34,161,1,1.28,72.35,149.9463939,8,2700,5,3.7,Mobiistar,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
451,294,5.6,162,4,1.6,75.33,149.9,64,3000,16,4.2,Samsung,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
452,424,5.2,165,4,2.6,68.04,147.9,32,4000,8,4.1,Lenovo,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
453,424,5.2,161,3,2.15,70.75,146,64,2900,13,4,Sony,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
454,294,5,161,2,1.3,65.96,145.4,16,2400,8,3.9,Intex,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
456,401,5.5,155,2,1.5,68.91,154.8,16,2500,5,3.7,Yu,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
457,294,5,149,1,1.2,68.73,141.5,16,2070,2,4.2,Motorola,Android,3G,2G,"Dual SIM, GSM+GSM",Quad
458,401,5.5,160,3,1.4,70.39,154.3,32,3000,13,4,Mobiistar,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
460,294,5,155,2,1,66.19,142.7,16,2000,2,3.6,Micromax,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
461,401,5.5,183,2,1.7,67.95,158,16,2600,13,3.6,HTC,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
462,268,6,161,3,1.4,75.91,160.4,32,4000,13,4.4,Tecno,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
465,220,5,141,1,1.2,67.2,142.7,16,2420,5,3.8,Oppo,Android,4G,4G,"Dual SIM, GSM+GSM",Quad
466,401,5.5,165,4,1.8,69.95,156.5,64,3000,13,3.9,HTC,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
468,282,5.2,160,3,1.4,68.52,149.7,16,3000,8,4.1,Nokia,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
470,218,4.5,156,1,1.3,63.93,132,8,1800,2,3.6,Micromax,Android,4G,2G,"Dual SIM, GSM+GSM",Quad
472,401,5.5,153,3,1.8,74.21,151.1,32,3000,8,4.3,LeEco,Android,4G,4G,"Dual SIM, GSM+GSM",Octa
